vVirusNameCorrected,hHostNameFinal,reservoir.status,spillover.capacity,animal.severity,trans.route,lower.mort,upper.mort,inf.period,symptoms,human.trans,recombination,notes,WildDomInReference,DetectionMethod,hOrder,hFamily,hGenus,hSpecies,vOrder,vFamily,vSubfamily,vGenus,vGenomeAveLength,vCytoReplicTF,vSegmentedTF,vSSoDS,vDNAoRNA,vEnvelope,References_traits,References_detection..Olival.et.al..2017.,avg.mort,AdultBodyMass_g,LitterSize,MaxLongevity_m,GestationLen_d,hAllZACites,hDiseaseZACites,phylo.dist.humans.species,zoonoses,TotVirus,max_breadth,max_hum_dist,Genome.comp,IsZoonotic.stringent,trans.stat
Mokola_virus,Felis_catus,2,1,4,saliva,50,50,1,encephalitis,1,low,Only 2 confirmed human cases - both lethal. Sporadically isolated from mammals across sub-Saharan Africa - majority from domestic cats. The only lyssavirus that has yet to be isolated from batsÉ it also has a lower case mortality,domestic,PCR,CARNIVORA,FELIDAE,Felis,catus,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11941,TRUE,FALSE,SS,RNA,enveloped,Nel 2001; Familusi and Moore 1972. Isolation of a rabies related virus from the cerebrospinal fluid of a child with 'Aseptic Meningitis'; Familusi et al. 1972. A fatal human infection with Mokola virus ,Sabeta et al. 2007,50,2884.8,2.685,408,62.99,2495,1016,0.669864973,4,14,1.242264944,1.088687853,ssRNA(-),1,int_host
Monkeypox_virus,Cynomys_ludovicianus,1,1,2,"direct/indirect contact, respiratory",11,11,1,lesions,3,high,"Congo Basin strain(most cases) is more virulent than the West African strain - but we don't know why yet; First identified in a captive monkey (origin of the name monkeypox), but all confirmed non-human primate cases have been in captives or experimental infections",wild,PCR,RODENTIA,SCIURIDAE,Cynomys,ludovicianus,Group_I,Poxviridae,Chordopoxvirinae,Orthopoxvirus,196858,TRUE,FALSE,DS,DNA,enveloped,Kantele et al. 2016; Nolen et al. 2016; Saijo et al. 2009,Hutson et al.2007,11,797.05,4.43,102,33.46,595,99,0.794645728,1,1,0.727787054,0.794645728,dsDNA,1,direct_host
Monkeypox_virus,Funisciurus_anerythrus,1,1,2,"direct/indirect contact, respiratory",11,11,1,lesions,3,high,"Congo Basin strain(most cases) is more virulent than the West African strain - but we don't know why yet; First identified in a captive monkey (origin of the name monkeypox), but all confirmed non-human primate cases have been in captives or experimental infections",wild,Isolation,RODENTIA,SCIURIDAE,Funisciurus,anerythrus,Group_I,Poxviridae,Chordopoxvirinae,Orthopoxvirus,196858,TRUE,FALSE,DS,DNA,enveloped,Kantele et al. 2016; Nolen et al. 2016; Saijo et al. 2009,Hutson et al.2007,11,223.54,1.32,114,54.23,15,3,0.76802227,1,1,0.727787054,0.794645728,dsDNA,1,direct_host
Monkeypox_virus,Cercocebus_atys,2,0,3,"direct/indirect contact, respiratory",11,11,1,lesions,3,high,"Congo Basin strain(most cases) is more virulent than the West African strain - but we don't know why yet; First identified in a captive monkey (origin of the name monkeypox), but all confirmed non-human primate cases have been in captives or experimental infections",wild,Isolation,PRIMATES,CERCOPITHECIDAE,Cercocebus,atys,Group_I,Poxviridae,Chordopoxvirinae,Orthopoxvirus,196858,TRUE,FALSE,DS,DNA,enveloped,Kantele et al. 2016; Nolen et al. 2016; Saijo et al. 2009,Dabrowski et al. 2014,11,6941.24,1.01,321.6,165.08,119,28,0.406803152,1,2,0.727787054,0.794645728,dsDNA,1,secondary_only
Monkeypox_virus,Funisciurus_congicus,1,1,2,"direct/indirect contact, respiratory",11,11,1,lesions,3,high,"Congo Basin strain(most cases) is more virulent than the West African strain - but we don't know why yet; First identified in a captive monkey (origin of the name monkeypox), but all confirmed non-human primate cases have been in captives or experimental infections",wild,Isolation,RODENTIA,SCIURIDAE,Funisciurus,congicus,Group_I,Poxviridae,Chordopoxvirinae,Orthopoxvirus,196858,TRUE,FALSE,DS,DNA,enveloped,Kantele et al. 2016; Nolen et al. 2016; Saijo et al. 2009,Khodakevich et al. 1986,11,112,2.44,114,54.23,15,1,0.76802227,1,1,0.727787054,0.794645728,dsDNA,1,direct_host
Monkeypox_virus,Cricetomys_gambianus,1,1,2,"direct/indirect contact, respiratory",11,11,1,lesions,3,high,"Congo Basin strain(most cases) is more virulent than the West African strain - but we don't know why yet; First identified in a captive monkey (origin of the name monkeypox), but all confirmed non-human primate cases have been in captives or experimental infections",wild,PCR,RODENTIA,NESOMYIDAE,Cricetomys,gambianus,Group_I,Poxviridae,Chordopoxvirinae,Orthopoxvirus,196858,TRUE,FALSE,DS,DNA,enveloped,Kantele et al. 2016; Nolen et al. 2016; Saijo et al. 2009,CDC,11,1267.52,3.11,83.9999,31.45,224,71,0.71191181,1,1,0.727787054,0.794645728,dsDNA,1,direct_host
New_York_virus,Peromyscus_leucopus,1,1,1,aerosolized excreta,50,50,1,hantavirus cardiopulmonary syndrome (HCPS),1,high,Only 2 lab confirmed human cases,wild,PCR,RODENTIA,CRICETIDAE,Peromyscus,leucopus,Bunyavirales,Hantaviridae,NA,Orthohantavirus,15450,TRUE,TRUE,SS,RNA,enveloped,Knust and Rollin 2013; Huang et al. 1996. Hantavirus S RNA sequence from a fatal case of HPS in New York,Hjelle et al. 1995,50,18.07,4.27,38,23.17,1546,386,0.704613293,4,4,0,0.704613293,ssRNA(-),1,direct_host
Nipah_virus,Pteropus_vampyrus,1,1,1,bat saliva or excrement,70,75,1,encephalitis,3,low,More respiratory symptoms in Bangladesh/India outbreaks - may have contributed to human-to-human transmission,wild,Isolation,CHIROPTERA,PTEROPODIDAE,Pteropus,vampyrus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,18246,TRUE,FALSE,SS,RNA,enveloped,Lo and Rota 2008;  Luby et al 2006; Gurley et al. 2007. Person-to-person transmission of Nipah virus in a Bangladeshi community,Calisher et al. 2006,72.5,1027.54,0.99,179.76,177.517,65,11,0.676768678,1,1,0.843488781,0.890322305,ssRNA(-),1,direct_host
Nipah_virus,Sus_scrofa,2,1,4,pig excrement or tissues,40,40,1,encephalitis,1,low,One of the asymptomatic cases (Abdullah et al 2012) became symptomatic 11 years after initial exposure,wild,PCR,CETARTIODACTYLA,SUIDAE,Sus,scrofa,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,18246,TRUE,FALSE,SS,RNA,enveloped,Parashur et al 2000; Hughes et al. 2009; Chong et al. 2008. Differences in the epidemiologic and clinical features of Nipah virus encephalitis between the Malaysian and Bangladesh outbreak; Luby et al 2016; Chua et al. 1999; Lam 2003; https://www.ncbi.nlm.nih.gov/pubmed/11189713,Hsu et al. 2004,40,84471.54,4.52,252,115.2,3932,1671,0.671770443,13,41,0.843488781,0.890322305,ssRNA(-),1,int_host
Nipah_virus,Pteropus_giganteus,1,1,1,bat saliva or excrement,70,75,1,encephalitis,3,low,More respiratory symptoms in Bangladesh/India outbreaks - may have contributed to human-to-human transmission,domestic,Isolation,CHIROPTERA,PTEROPODIDAE,Pteropus,giganteus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,18246,TRUE,FALSE,SS,RNA,enveloped,Lo and Rota 2008;  Luby et al 2006; Gurley et al. 2007. Person-to-person transmission of Nipah virus in a Bangladeshi community,Calisher et al. 2006,72.5,824.85,0.99,376.8,166.59,204,13,0.663518297,1,3,0.843488781,0.890322305,ssRNA(-),1,direct_host
Nipah_virus,Pteropus_lylei,1,1,1,bat saliva or excrement,70,75,1,encephalitis,3,low,More respiratory symptoms in Bangladesh/India outbreaks - may have contributed to human-to-human transmission,wild,Isolation,CHIROPTERA,PTEROPODIDAE,Pteropus,lylei,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,18246,TRUE,FALSE,SS,RNA,enveloped,Lo and Rota 2008;  Luby et al 2006; Gurley et al. 2007. Person-to-person transmission of Nipah virus in a Bangladeshi community,Calisher et al.; http://www.uniprot.org/uniprot/Q2A069,72.5,319.75,0.99625,180,166,15,6,0.66968894,2,5,0.843488781,0.890322305,ssRNA(-),1,direct_host
Nipah_virus,Pteropus_hypomelanus,1,1,1,bat saliva or excrement,70,75,1,encephalitis,3,low,More respiratory symptoms in Bangladesh/India outbreaks - may have contributed to human-to-human transmission,wild,Isolation,CHIROPTERA,PTEROPODIDAE,Pteropus,hypomelanus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,18246,TRUE,FALSE,SS,RNA,enveloped,Lo and Rota 2008; Luby et al 2006; Gurley et al. 2007. Person-to-person transmission of Nipah virus in a Bangladeshi community,Calisher et al. 2006,72.5,435.61,1,108,195,58,9,0.661830556,3,4,0.843488781,0.890322305,ssRNA(-),1,direct_host
Nipah_virus,Eonycteris_spelaea,1,1,1,bat saliva or excrement,70,75,1,encephalitis,3,low,More respiratory symptoms in Bangladesh/India outbreaks - may have contributed to human-to-human transmission,wild,Isolation,CHIROPTERA,PTEROPODIDAE,Eonycteris,spelaea,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,18246,TRUE,FALSE,SS,RNA,enveloped,Lo and Rota 2008;  Luby et al 2006; Gurley et al. 2007. Person-to-person transmission of Nipah virus in a Bangladeshi community,Calisher et al. 2006,72.5,58.7,1,60,152.18,82,23,0.679287366,2,3,0.843488781,0.890322305,ssRNA(-),1,direct_host
Nipah_virus,Cynopterus_brachyotis,1,1,1,bat saliva or excrement,70,75,1,encephalitis,3,low,More respiratory symptoms in Bangladesh/India outbreaks - may have contributed to human-to-human transmission,wild,Isolation,CHIROPTERA,PTEROPODIDAE,Cynopterus,brachyotis,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,18246,TRUE,FALSE,SS,RNA,enveloped,Lo and Rota 2008;  Luby et al 2006; Gurley et al. 2007. Person-to-person transmission of Nipah virus in a Bangladeshi community,WHO,72.5,33.87,0.99,96,117.06,111,17,0.651229863,2,3,0.843488781,0.890322305,ssRNA(-),1,direct_host
Nipah_virus,Hipposideros_larvatus,1,1,1,bat saliva or excrement,70,75,1,encephalitis,3,low,More respiratory symptoms in Bangladesh/India outbreaks - may have contributed to human-to-human transmission,wild,Isolation,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,larvatus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,18246,TRUE,FALSE,SS,RNA,enveloped,Lo and Rota 2008;  Luby et al 2006; Gurley et al. 2007. Person-to-person transmission of Nipah virus in a Bangladeshi community; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3371782/,Calisher et al. 2006,72.5,19.95,0.98,144,161.65,47,7,0.708001209,1,1,0.843488781,0.890322305,ssRNA(-),1,direct_host
Orf_virus,Ovibos_moschatus,2,0,2,"contact with lesions, direct/indirect contact with fomites",0,0,1,lesions,1,high,,wild,PCR,CETARTIODACTYLA,BOVIDAE,Ovibos,moschatus,Group_I,Poxviridae,Chordopoxvirinae,Parapoxvirus,139962,TRUE,FALSE,DS,DNA,enveloped,Barraviera 2005; https://emedicine.medscape.com/article/1133450-overview#a5,Vikoren et al. 2008,0,312500,1.01,288,256.26,715,84,0.698879426,1,2,0.371122818,0.748148548,dsDNA,1,secondary_only
Orf_virus,Ovis_aries,1,1,2,"contact with lesions, direct/indirect contact with fomites",0,0,1,lesions,1,high,,domestic,PCR,CETARTIODACTYLA,BOVIDAE,Ovis,aries,Group_I,Poxviridae,Chordopoxvirinae,Parapoxvirus,139962,TRUE,FALSE,DS,DNA,enveloped,Barraviera 2005; https://emedicine.medscape.com/article/1133450-overview#a6,Vikoren et al. 2008,0,39097.89,1.19,230.04,152.54,3212,2019,0.745670829,6,26,0.371122818,0.748148548,dsDNA,1,direct_host
Orf_virus,Rangifer_tarandus,1,1,2,"contact with lesions, direct/indirect contact with fomites",0,0,1,lesions,1,high,,domestic,PCR,CETARTIODACTYLA,CERVIDAE,Rangifer,tarandus,Group_I,Poxviridae,Chordopoxvirinae,Parapoxvirus,139962,TRUE,FALSE,DS,DNA,enveloped,Barraviera 2005; https://emedicine.medscape.com/article/1133450-overview#a3,Vikoren et al. 2008,0,109088.5,2,242.4,222.5,3545,561,0.748148548,2,6,0.371122818,0.748148548,dsDNA,1,direct_host
Orf_virus,Capra_hircus,1,1,2,"contact with lesions, direct/indirect contact with fomites",0,0,1,lesions,1,high,,domestic,PCR,CETARTIODACTYLA,BOVIDAE,Capra,hircus,Group_I,Poxviridae,Chordopoxvirinae,Parapoxvirus,139962,TRUE,FALSE,DS,DNA,enveloped,Vikoren et al. 2008; Barraviera 2005; https://emedicine.medscape.com/article/1133450-overview#a4,Vikoren et al. 2008,0,47386.47,1.45,249.6,156,1557,796,0.650446559,5,18,0.371122818,0.748148548,dsDNA,1,direct_host
Pseudocowpox_virus,Felis_catus,2,0,2,"contact with lesions, direct/indirect contact with fomites",0,0,1,lesions,1,high,Recombination rate proxied with cowpox,domestic,PCR,CARNIVORA,FELIDAE,Felis,catus,Group_I,Poxviridae,Chordopoxvirinae,Parapoxvirus,139229,TRUE,FALSE,DS,DNA,enveloped,Barraviera 2005; Adriano et al. 2015,Fairley et al. 2013,0,2884.8,2.685,408,62.99,2495,1016,0.669864973,4,14,0,0.682652136,dsDNA,1,secondary_only
Pseudocowpox_virus,Bos_taurus,1,1,2,"contact with lesions, direct/indirect contact with fomites",0,0,1,lesions,1,high,Recombination rate proxied with cowpox,domestic,Isolation,CETARTIODACTYLA,BOVIDAE,Bos,taurus,Group_I,Poxviridae,Chordopoxvirinae,Parapoxvirus,139229,TRUE,FALSE,DS,DNA,enveloped,Barraviera 2005; Adriano et al. 2015,Friedman-Kien et al. 1962,0,618642.42,1,240,280.48,4238,2742,0.682652136,11,46,0,0.682652136,dsDNA,1,direct_host
Puumala_virus,Myodes_glareolus,1,1,1,"aerosolized excreta, or saliva (via bite)",0.1,1,1,nephropathia epidemica (mild hemorrhagic fever with renal syndrome),1,high,,wild,PCR,RODENTIA,CRICETIDAE,Myodes,glareolus,Bunyavirales,Hantaviridae,NA,Orthohantavirus,12062,TRUE,TRUE,SS,RNA,enveloped,Voutilainen et al. 2015,Acha & Szyfres 2003; Yanagihara et al. 1984,0.55,20.73,4.31,58.8,19.74,112,38,0.65779887,5,10,0.613141273,0.708417416,ssRNA(-),1,direct_host
Puumala_virus,Rhinolophus_ferrumequinum,1,0,1,"aerosolized excreta, or saliva (via bite)",0.1,1,1,nephropathia epidemica (mild hemorrhagic fever with renal syndrome),1,high,,wild,PCR,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,ferrumequinum,Bunyavirales,Hantaviridae,NA,Orthohantavirus,12062,TRUE,TRUE,SS,RNA,enveloped,Lee et al. 1998; Yun et al. 1999,Lee et al. 1998; Yun et al. 1999,0.55,22.59,0.98,360,91.24,782,121,0.678446407,6,6,0.613141273,0.708417416,ssRNA(-),1,reservoir_only
Puumala_virus,Ondatra_zibethicus,1,1,1,"aerosolized excreta, or saliva (via bite)",0.1,1,1,nephropathia epidemica (mild hemorrhagic fever with renal syndrome),1,high,,wild,PCR,RODENTIA,CRICETIDAE,Ondatra,zibethicus,Bunyavirales,Hantaviridae,NA,Orthohantavirus,12062,TRUE,TRUE,SS,RNA,enveloped,Vahlenkamp et al. 1998,Vahlenkamp et al. 1998,0.55,991.31,6.55,120,27.86,983,176,0.708417416,1,1,0.613141273,0.708417416,ssRNA(-),1,direct_host
Puumala_virus,Myodes_regulus,1,1,1,"aerosolized excreta, or saliva (via bite)",0.1,1,1,nephropathia epidemica (mild hemorrhagic fever with renal syndrome),1,high,,wild,PCR,RODENTIA,CRICETIDAE,Myodes,regulus,Bunyavirales,Hantaviridae,NA,Orthohantavirus,12062,TRUE,TRUE,SS,RNA,enveloped,Plyusnina et al. 2008,Plyusnina et al. 2008,0.55,25.7,4.973,41.4,20.573,13,8,0.669031726,1,1,0.613141273,0.708417416,ssRNA(-),1,direct_host
Puumala_virus,Myodes_rufocanus,1,1,1,"aerosolized excreta, or saliva (via bite)",0.1,1,1,nephropathia epidemica (mild hemorrhagic fever with renal syndrome),1,high,,wild,Isolation,RODENTIA,CRICETIDAE,Myodes,rufocanus,Bunyavirales,Hantaviridae,NA,Orthohantavirus,12062,TRUE,TRUE,SS,RNA,enveloped,Yanagihara et al. 1984, Yanagihara et al. 1984,0.55,36.43,5.01,24,18,34,6,0.673999505,2,2,0.613141273,0.708417416,ssRNA(-),1,direct_host
Rabies_virus,Artibeus_fimbriatus,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,Isolation,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,fimbriatus,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Cunha et al. 2005,100,63.89,1,120,122.575,39,11,0.764181461,1,1,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Cynopterus_brachyotis,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,Isolation,CHIROPTERA,PTEROPODIDAE,Cynopterus,brachyotis,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Smith et al. 1967,100,33.87,0.99,96,117.06,111,17,0.651229863,2,3,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Diclidurus_albus,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,Isolation,CHIROPTERA,EMBALLONURIDAE,Diclidurus,albus,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Goodwin & Greenhall 1961,100,16.56,1,60,91.24,9,1,0.778205762,1,1,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Nyctinomops_macrotis,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,Isolation,CHIROPTERA,MOLOSSIDAE,Nyctinomops,macrotis,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Passos et al. 1998,100,16.38,0.99,60,91.2501,31,9,0.740524927,1,1,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Chrotopterus_auritus,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,Isolation,CHIROPTERA,PHYLLOSTOMIDAE,Chrotopterus,auritus,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Silva et al. 1968,100,78.26,0.99,120,86.09,49,4,0.792006738,1,1,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Desmodus_rotundus,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,Isolation,CHIROPTERA,PHYLLOSTOMIDAE,Desmodus,rotundus,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Kobayashi et al. 2005,100,33.16,1,234,209.35,434,120,0.733674443,1,3,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Vespertilio_murinus,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,Isolation,CHIROPTERA,VESPERTILIONIDAE,Vespertilio,murinus,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Selimov et al. 1991,100,15.42,1.5,144,52.14,281,24,1.010326379,2,2,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Proteles_cristata,2,0,4,saliva,100,100,1,encephalitis,1,low,,wild,PCR,CARNIVORA,HYAENIDAE,Proteles,cristata,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Stuchin et al. 2018,Lembo et al. 2008,100,8139.39,2.64,300,90.62,4,1,0.661609067,1,1,1.242264944,1.088687853,ssRNA(-),1,secondary_only
Rabies_virus,Elephas_maximus,2,0,4,saliva,100,100,1,encephalitis,1,low,,domestic,PCR,PROBOSCIDEA,ELEPHANTIDAE,Elephas,maximus,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Stuchin et al. 2018,Nanayakkara et al. 2003,100,3269794.34,1.41,960,634.49,1892,346,0.916423439,1,3,1.242264944,1.088687853,ssRNA(-),1,secondary_only
Rabies_virus,Canis_latrans,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,Isolation,CARNIVORA,CANIDAE,Canis,latrans,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,https://www.who-rabies-bulletin.org/site-page/epidemiology-rabies,Behymer et al. 1974,100,11989.1,5.72,262,61.74,1817,358,0.754987191,1,4,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Uroderma_bilobatum,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,Isolation,CHIROPTERA,PHYLLOSTOMIDAE,Uroderma,bilobatum,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Nunes et al. 2008,100,16.28,0.99,125,130.88,54,4,0.768220274,1,3,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Myotis_nigricans,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,Isolation,CHIROPTERA,VESPERTILIONIDAE,Myotis,nigricans,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Cisterna et al. 2005,100,4.2,1,84,61.95,100,30,0.917884324,1,1,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Hydrochoerus_hydrochaeris,2,0,4,saliva,100,100,1,encephalitis,1,low,,wild,Isolation,RODENTIA,CAVIIDAE,Hydrochoerus,hydrochaeris,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Stuchin et al. 2018,Delpietro et al. 2009,100,48144.91,3.49,144,150.73,208,61,0.774371871,1,1,1.242264944,1.088687853,ssRNA(-),1,secondary_only
Rabies_virus,Antrozous_pallidus,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,PCR,CHIROPTERA,VESPERTILIONIDAE,Antrozous,pallidus,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Blanton et al. 2008,100,22.24,1.78,109.2,59.01,192,21,0.894851534,1,1,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Capra_hircus,2,0,4,saliva,100,100,1,encephalitis,1,low,,domestic,PCR,CETARTIODACTYLA,BOVIDAE,Capra,hircus,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Stuchin et al. 2018,Kuzmin et al. 2004,100,47386.47,1.45,249.6,156,1557,796,0.650446559,5,18,1.242264944,1.088687853,ssRNA(-),1,secondary_only
Rabies_virus,Pipistrellus_subflavus,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,PCR,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,subflavus,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Blanton et al. 2008,100,5.74,1.96,180,45.71,205,18,0.896574413,1,1,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Pteronotus_davyi,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,Isolation,CHIROPTERA,MORMOOPIDAE,Pteronotus,davyi,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Goodwin & Greenhall 1961,100,9.52,0.99,179.76,60,44,7,0.723791032,1,1,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Diaemus_youngi,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,Isolation,CHIROPTERA,PHYLLOSTOMIDAE,Diaemus,youngi,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Castilho et al. 2008,100,36.71,1,240,258,55,9,0.751388837,1,1,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Myotis_riparius,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,PCR,CHIROPTERA,VESPERTILIONIDAE,Myotis,riparius,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,da Rosa et al. 2011,100,4.57,0.98,252,61.95,32,10,0.881472378,1,1,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Artibeus_jamaicensis,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,Isolation,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,planirostris,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Kobayashi et al. 2007,100,43.63,1,120,138.7,302,38,0.805764784,1,3,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Artibeus_jamaicensis,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,Isolation,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,jamaicensis,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Price & Everard 1977,100,43.63,1,120,138.7,302,38,0.805764784,1,3,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Lasionycteris_noctivagans,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,PCR,CHIROPTERA,VESPERTILIONIDAE,Lasionycteris,noctivagans,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Blanton et al. 2008,100,11.02,1.77,144,53.55,209,25,0.849449576,1,1,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Myotis_grisescens,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,PCR,CHIROPTERA,VESPERTILIONIDAE,Myotis,grisescens,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Blanton et al. 2008,100,10.84,0.99,471.24,61.95,144,11,0.889789626,1,1,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Artibeus_lituratus,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,Isolation,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,lituratus,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kuzmin et al. 2011,Kobayashi et al. 2005,100,59.3,1,120,106.45,199,54,0.83671297,1,2,1.242264944,1.088687853,ssRNA(-),1,direct_host
Rabies_virus,Atilax_paludinosus,1,1,4,saliva,100,100,1,encephalitis,1,low,,wild,PCR,CARNIVORA,HERPESTIDAE,Atilax,paludinosus,Mononegavirales,Rhabdoviridae,NA,Lyssavirus,11932,TRUE,FALSE,SS,RNA,enveloped,Kaplan 1969; https://www.cdc.gov/rabies/exposure/animals/wildlife_reservoirs.html,van Zyl et al. 2010,100,3600.16,2,209,77.27,59,6,0.643294923,1,1,1.242264944,1.088687853,ssRNA(-),1,direct_host
